#,ID,DeliveryDate,DeliveryReference,Supplier_Name,ASN_Number,Expected_Cases,Expected_Lines,Estimated_Pallets,Estimated_Cages,Estimated_Totes,Cartons_Due,Pallets_Due,Ready_Label,Palletise,Wrap_Strap,Collar,Bagging_Required,Actual_Cases,Calc_Hours,Pallets_Arrived,Cartons_Arrived,Grid_No,Last_Saved,Total_Operatives,Total_Hours,Origin,Due_Time,SHIFT,PalletsCreated,CagesCreated,TotesCreated,NonEuroPallet,Supplier_Code,Delivery_Comments,StartTAGID,UpdatedByUsername,UpdatedByEmpNo,UpdatedByName,TotalShortRows,TotalExtraRows,GRID_SHIFT,LOCK_STATUS,STATUS,
481,481,01/11/2018 00:00,IN15298,LUK AFTERMARKET-SERVICE LTD.,SO,1,1,0,0,0,1,0,NO,NO,NO,NO,NO,1,0,0,0,,01/11/2018 18:47,0,0,Germany,UNBOOKED,DAY,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
482,482,01/11/2018 00:00,CON2037,LYSU5451774,Y0156294,1575,8,27,0,0,0,27,YES,NO,NO,NO,NO,1575,8,0,0,,01/11/2018 18:47,0,0,Spain,01:00:00,NIGHT,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
483,483,01/11/2018 00:00,CON2044,LYSU5454201,Y0156402-03,1383,8,28,0,0,0,28,YES,NO,NO,NO,NO,1383,6,0,0,,01/11/2018 18:47,0,0,Spain,22:30:00,NIGHT,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
484,484,01/11/2018 00:00,44730,MANN+HUMMEL (UK) LTD.,Y0156830,43353,50,4,0,1308,0,75,NO,NO,NO,NO,NO,43353,204,0,0,,01/11/2018 18:47,0,0,Germany,23:00:00,NIGHT,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
485,485,01/11/2018 00:00,44671,MANN+HUMMEL FILTRATION TECHNOLOGY P,Y0156685,22748,74,2,1,1073,0,66,YES,NO,NO,NO,NO,22748,85,0,0,,01/11/2018 18:47,0,0,Poland,09:30:00,DAY,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
486,486,01/11/2018 00:00,IN15356,MEYLE UK LTD.,Y0156884,68,4,0,1,2,2,0,NO,NO,NO,NO,NO,68,1,0,0,,01/11/2018 18:47,0,0,Germany,UNBOOKED,LATE,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
487,487,01/11/2018 00:00,44722,NEO BROTHERS LTD,Y0156862,46,5,0,1,3,0,1,NO,NO,NO,NO,NO,46,1,0,0,,01/11/2018 18:47,0,0,UK,13:00:00,DAY,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
488,488,01/11/2018 00:00,46972,NORMFEST GMBH,Y0156818,55,3,1,0,2,0,0,YES,NO,NO,NO,NO,55,0,0,0,,01/11/2018 18:47,0,0,Germany,EXCESSREPORTED,DAY,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
489,489,01/11/2018 00:00,46883,ONTIME LOGISTICS GMBH,,0,0,0,0,0,0,1,NO,NO,NO,NO,NO,0,0,0,0,,01/11/2018 18:47,0,0,UK,13:00:00,DAY,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
490,490,01/11/2018 00:00,44711,ORTHENE CHEMICALS LTD,Y0156895,3408,4,16,0,46,0,21,YES,NO,NO,NO,NO,3408,11,0,0,,01/11/2018 18:47,0,0,UK,10:30:00,DAY,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
491,491,01/11/2018 00:00,46967,OSRAM LIMITED,Y0156859,310,5,0,0,5,0,0,NO,NO,NO,NO,NO,310,1,0,0,,01/11/2018 18:47,0,0,Germany,CLAIM PARTS,LATE,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
492,492,01/11/2018 00:00,46889,P F JONES LTD,Y0156816,293,29,0,3,9,0,1,NO,NO,NO,NO,NO,293,3,0,0,,01/11/2018 18:47,0,0, ,12:30:00,DAY,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
493,493,01/11/2018 00:00,46913,PAMA & CO LTD,Y0156837,75,4,0,1,0,6,0,NO,NO,NO,NO,NO,75,1,0,0,,01/11/2018 18:47,0,0,UK,9:00 TO 12:00,DAY,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
494,494,01/11/2018 00:00,46927,PAMA & CO LTD,Y0156851,8,1,0,1,0,1,0,NO,NO,NO,NO,NO,8,0,0,0,,01/11/2018 18:47,0,0,UK,15:00 TO 17:00,LATE,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
495,495,01/11/2018 00:00,46908,PEARL HIGH TECH PARTS,Y0156888,3263,86,0,0,100,0,3,NO,NO,NO,NO,NO,3263,19,0,0,,01/11/2018 18:47,0,0,UK,09:30:00,DAY,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
496,496,01/11/2018 00:00,46692,POLITECNICA,Y0156747,212,26,1,8,5,0,4,YES,NO,NO,NO,NO,212,2,0,0,,01/11/2018 18:47,0,0,Italy,10:00:00,DAY,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
497,497,01/11/2018 00:00,IN15068,PORTABLE MULTIMEDIA LTD,Y0156874,130,5,0,0,6,5,0,NO,NO,NO,NO,NO,130,1,0,0,,01/11/2018 18:47,0,0,UK,UNBOOKED,DAY,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
498,498,01/11/2018 00:00,CON2042,PVDU1025791,Y0156404,1560,7,27,0,0,0,27,YES,NO,NO,NO,NO,1560,8,0,0,,01/11/2018 18:47,0,0,Spain,16:30:00,LATE,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
499,499,01/11/2018 00:00,46658,RAICAM INDUSTRIES,Y0156709,3126,61,0,1,244,0,29,YES,NO,NO,NO,NO,3126,18,0,0,,01/11/2018 18:47,0,0,Italy,16:00:00,LATE,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
500,500,01/11/2018 00:00,44717,REMANED,Y0156741,110,13,0,1,5,0,1,YES,NO,NO,NO,NO,110,1,0,0,,01/11/2018 18:47,0,0,SPAIN,12:00:00,DAY,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
501,501,01/11/2018 00:00,46594,ROBERT BOSCH LIMITED,Y0156706,35701,58,28,0,456,0,65,NO,NO,NO,NO,NO,24901,112,0,0,,01/11/2018 18:47,0,0,Germany,18:00:00,LATE,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
502,502,01/11/2018 00:00,CON2082,ROBERT BOSCH LIMITED(BATTERIES),Y0156553,1074,5,27,0,0,0,27,YES,NO,NO,NO,NO,1074,7,0,0,,01/11/2018 18:47,0,0,Spain,22:00:00,NIGHT,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
503,503,01/11/2018 00:00,46331,RODEX OTOMOTIV SANAYI VE DIS TIC A.,Y0156854,12276,117,3,8,715,0,48,YES,NO,NO,NO,NO,12276,55,0,0,,01/11/2018 18:47,0,0,Turkey,20:00:00,LATE,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
504,504,01/11/2018 00:00,46965,RODEX OTOMOTIV SANAYI VE DIS TIC A.,Y0156865,5,4,0,0,4,0,0,YES,NO,NO,NO,NO,5,0,0,0,,01/11/2018 18:47,0,0,Turkey,EXCESSREPORTED,LATE,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
505,505,01/11/2018 00:00,46961,SAXON INDUSTRIALS,TAMWORTH 81,0,0,0,0,0,1,0,NO,NO,NO,NO,NO,0,0,0,0,,01/11/2018 18:47,0,0,UK,UNBOOKED,DAY,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
506,506,01/11/2018 00:00,CON1787,SGCU2208326,Y0156462,1638,1,31,0,0,0,28,NO,NO,NO,NO,NO,1638,11,0,0,,01/11/2018 18:47,0,0,China,12:00:00,DAY,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
507,507,01/11/2018 00:00,46538,SHELL U K OIL PRODUCTS LIMITED,Y0156740,2892,2,30,0,0,0,30,NO,NO,NO,NO,NO,2892,15,0,0,,01/11/2018 18:47,0,0,UK,17:00:00,LATE,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
508,508,01/11/2018 00:00,46947,SHELL U K OIL PRODUCTS LIMITED,Y0156886,468,4,0,0,19,0,0,NO,NO,NO,NO,NO,468,3,0,0,,01/11/2018 18:47,0,0,UK,EXCESSREPORTED,DAY,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
509,509,01/11/2018 00:00,44731,SIXTOONE,Y0156845,222,6,0,1,5,6,0,NO,NO,NO,NO,NO,222,1,0,0,,01/11/2018 18:47,0,0,UK,09:00 TO 12:00,DAY,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
510,510,01/11/2018 00:00,46874,STEEL SEAL,Y0156815,1514,7,1,1,35,0,3,NO,NO,NO,NO,NO,1514,7,0,0,,01/11/2018 18:47,0,0,UK,15:30:00,LATE,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
511,511,01/11/2018 00:00,46834,STURGESS,Y0156758,380,37,0,6,7,0,5,NO,NO,NO,NO,NO,380,4,0,0,,01/11/2018 18:47,0,0,UK,17:30:00,LATE,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
512,512,01/11/2018 00:00,CON1947,TCLU6903516,Y0155597,229,6,29,1,0,0,27,YES,NO,NO,NO,NO,229,6,0,0,,01/11/2018 18:47,0,0,China,11:00:00,DAY,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
513,513,01/11/2018 00:00,CON2045,TDRU1599636,Y0156395,1152,4,26,0,0,0,26,YES,NO,NO,NO,NO,1152,6,0,0,,01/11/2018 18:47,0,0,Spain,23:30:00,NIGHT,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
514,514,01/11/2018 00:00,46005,TEKNOROT,Y0156866,3783,51,10,4,214,0,35,YES,NO,NO,NO,NO,3783,20,0,0,,01/11/2018 18:47,0,0,Turkey,16:00:00,LATE,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
515,515,01/11/2018 00:00,46626,TETROSYL LIMITED,Y0156868,8100,3,21,0,0,0,22,YES,NO,NO,NO,NO,8100,18,0,0,,01/11/2018 18:47,0,0,UK,21:00:00,NIGHT,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
516,516,01/11/2018 00:00,46966,TETROSYL LIMITED,Y0156861,480,1,0,0,15,0,0,YES,NO,NO,NO,NO,480,1,0,0,,01/11/2018 18:47,0,0,UK,EXCESSREPORTED,DAY,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
517,517,01/11/2018 00:00,44726,THE ACE SUPPLY COMPANY LIMITED,Y0156739,2016,42,11,4,56,0,6,NO,NO,NO,NO,NO,2016,13,0,0,,01/11/2018 18:47,0,0,UK,17:00:00,LATE,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
518,518,01/11/2018 00:00,46653,THYSSEN KRUPP BILSTEIN SUSPENSION,Y0156751-752,487,51,1,8,0,1,12,NO,NO,NO,NO,NO,487,5,0,0,,01/11/2018 18:47,0,0, ,08:00:00,DAY,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
519,519,01/11/2018 00:00,CON1961,TLLU6082424,Y0156444,1003,29,61,0,3,0,28,YES,NO,NO,NO,NO,1003,12,0,0,,01/11/2018 18:47,0,0,China,19:00:00,LATE,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
520,520,01/11/2018 00:00,44700,TMD FRICTION ROMANIA,Y0156852,8333,32,0,0,416,0,32,YES,NO,NO,NO,NO,8333,32,0,0,,01/11/2018 18:47,0,0,Romania,17:30:00,LATE,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
521,521,01/11/2018 00:00,44725,TMD FRICTION UK LTD,Y0156890,5634,52,0,1,281,0,20,YES,NO,NO,NO,NO,5634,23,0,0,,01/11/2018 18:47,0,0,UK,15:00:00,LATE,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
522,522,01/11/2018 00:00,CON2026,TRHU3660619,Y0156386,1232,1,28,0,0,0,28,YES,NO,NO,NO,NO,1232,7,0,0,,01/11/2018 18:47,0,0,CHINA,06:00:00,DAY,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
523,523,01/11/2018 00:00,44696,VALEO SERVICE UK LTD.,Y0156880,1445,79,37,5,197,0,27,NO,NO,NO,NO,NO,1445,23,0,0,,01/11/2018 18:47,0,0,UK,05:30:00,DAY,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
524,524,01/11/2018 00:00,44728,VEGE MOTEURS,Y0156864-63,502,95,13,9,61,0,10,NO,NO,NO,NO,NO,502,12,0,0,,01/11/2018 18:47,0,0,FRANCE,16:30:00,LATE,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
525,525,08/11/2018 00:00,45867,DURAND,Y0157105,1992,5,41,0,0,0,33,YES,NO,NO,NO,NO,1992,11,0,0,,08/11/2018 18:51,0,0,France,15:00:00,LATE,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
526,526,08/11/2018 00:00,CON1958,TTNU1133351,Y0156435,1060,2,191,0,0,405,0,YES,NO,YES,YES,NO,1060,31,1,1,257,08/11/2018 21:33,1,0,China,06:00:00,DAY,0,0,0,, ,,0,dgoss,20858,Dan Goss,,,,CLEAR,ROLLED,
527,527,08/11/2018 00:00,45002,LESJOFORS SPRINGS UK LTD,Y0157327,709,37,25,21,29,0,10,YES,NO,NO,NO,NO,709,9,0,0,,08/11/2018 18:51,0,0,UK,12:00:00,DAY,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
528,528,08/11/2018 00:00,48292,3M AUTOMOTIVE (PAINT),Y0157267,3900,2,0,0,120,0,7,YES,NO,NO,NO,NO,3900,12,0,0,,08/11/2018 18:51,0,0,UK,15:00:00,LATE,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
529,529,08/11/2018 00:00,44995,ORTHENE CHEMICALS LTD,Y0157360,3264,5,9,0,69,0,16,YES,NO,NO,NO,NO,3264,10,0,0,,08/11/2018 18:51,0,0,UK,10:30:00,DAY,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
530,530,08/11/2018 00:00,45012,BRAKE ENGINEERING,Y0157316,385,55,0,3,49,0,2,YES,NO,NO,NO,NO,385,5,0,0,,08/11/2018 18:51,0,0,UK,16:00:00,LATE,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
531,531,08/11/2018 00:00,47147,SCIGRIP ADHESIVE,Y0157210,1920,1,2,0,0,0,2,YES,NO,NO,NO,NO,1920,4,0,0,,08/11/2018 18:51,0,0,UK,16:30:00,LATE,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
532,532,08/11/2018 00:00,CON2008,MSKU7304818,Y0157189,3106,10,28,0,152,0,28,YES,NO,NO,NO,NO,3106,16,2,2,258,08/11/2018 21:35,1,0,China,07:00:00,DAY,0,0,0,, ,,0,dgoss,20858,Dan Goss,,,,CLEAR,ROLLED,
533,533,08/11/2018 00:00,CON1989,MSKU2259819,Y0157184,2736,4,29,1,0,0,28,YES,NO,NO,NO,NO,2736,10,3,3,260,08/11/2018 21:36,1,0,China,08:00:00,DAY,0,0,0,, ,,0,dgoss,20858,Dan Goss,,,,CLEAR,ROLLED,
534,534,08/11/2018 00:00,CON1986,MSKU4022410,Y0157193,2802,26,23,1,233,0,28,YES,NO,NO,NO,NO,2802,19,0,0,,08/11/2018 18:51,0,0,China,17:00:00,LATE,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
536,536,08/11/2018 00:00,CON2011,TGHU5061304,Y0157250,16046,41,4,1,670,0,48,YES,NO,NO,NO,NO,16046,57,0,0,,08/11/2018 18:51,0,0,,22:30:00,NIGHT,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
537,537,08/11/2018 00:00,46929,NORMFEST GMBH,Y0157200,528,1,33,0,0,0,33,YES,NO,NO,NO,NO,528,7,0,0,,08/11/2018 18:51,0,0,Germany,11:00:00,DAY,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
538,538,08/11/2018 00:00,46973,DAYCO EUROPE S.R.L.,Y0157254,16841,247,0,1,809,18,63,YES,NO,NO,NO,NO,16841,71,0,0,,08/11/2018 18:51,0,0,Italy,09:00:00,DAY,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
539,539,08/11/2018 00:00,44984,TMD FRICTION ROMANIA,Y0157318,7993,50,0,0,488,0,40,YES,NO,NO,NO,NO,7993,36,0,0,,08/11/2018 18:51,0,0,Romania,17:30:00,LATE,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
540,540,08/11/2018 00:00,47138,SHENZHEN HORN INDUSTRIAL CO LTD,Y0157232,500,1,0,0,25,25,0,YES,NO,NO,NO,NO,500,2,0,0,,08/11/2018 18:51,0,0,China,9:00 TO 12:00,DAY,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
541,541,08/11/2018 00:00,45027,EUROPEAN SPRINGS & PRESSINGS LIMITE,Y0157329,2544,16,25,26,151,0,32,YES,NO,NO,NO,NO,2544,17,0,0,,08/11/2018 18:51,0,0,UK,17:30:00,LATE,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
542,542,08/11/2018 00:00,47150,BBT B BECKERS TRADING,Y0157311,643,20,0,1,22,0,1,YES,NO,NO,NO,NO,643,3,0,0,,08/11/2018 18:51,0,0,Germany,08:00:00,DAY,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
543,543,08/11/2018 00:00,47151,APEX AUTOMOTIVE,Y0157306,45,41,0,8,0,0,2,YES,NO,NO,NO,NO,45,2,0,0,,08/11/2018 18:51,0,0,NETHERLANDS,08:00:00,DAY,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
544,544,08/11/2018 00:00,48295,MANIFATTURA GOMMA FINNORD S.P.A.,Y0157323,235,13,0,1,7,10,0,YES,NO,NO,NO,NO,235,1,0,0,,08/11/2018 18:51,0,0,Italy,12:00:00,DAY,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
545,545,08/11/2018 00:00,48298,JTEKT EUROPE BEARING BV,Y0157295,18,4,0,1,1,0,1,YES,NO,NO,NO,NO,18,0,0,0,,08/11/2018 18:51,0,0,UK,10:00:00,DAY,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
546,546,08/11/2018 00:00,CON1962,MOFU0601629,Y0156456,7402,128,3,5,522,0,55,YES,NO,NO,NO,NO,7402,40,0,0,,08/11/2018 18:51,0,0,China,18:00:00,LATE,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
547,547,08/11/2018 00:00,44987,RAICAM INDUSTRIES,Y0157203,1913,31,0,1,149,0,16,YES,NO,NO,NO,NO,1913,11,0,0,,08/11/2018 18:51,0,0,Italy,18:30:00,LATE,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
548,548,08/11/2018 00:00,44637,TEKNOROT,Y0156765,8209,140,23,11,484,0,73,YES,NO,NO,NO,NO,8209,44,0,0,,08/11/2018 18:51,0,0,Turkey,20:00:00,LATE,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
549,549,08/11/2018 00:00,CON1979,MSKU7678736,Y0157088,3206,31,16,2,439,0,28,YES,NO,NO,NO,NO,3206,27,0,0,,08/11/2018 18:51,0,0,China,19:00:00,LATE,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
550,550,08/11/2018 00:00,CON1973,MSKU7153882,Y0157192,2600,14,28,0,193,0,28,YES,NO,NO,NO,NO,2600,17,0,0,,08/11/2018 18:51,0,0,China,20:00:00,LATE,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
551,551,08/11/2018 00:00,46940,LPR SRL,Y0157274,6473,116,34,5,693,0,65,YES,NO,NO,NO,NO,6473,49,0,0,,08/11/2018 18:51,0,0,Italy,21:00:00,NIGHT,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
552,552,08/11/2018 00:00,48438,REMANED,Y0157363,436,35,2,3,29,0,16,YES,NO,NO,NO,NO,436,4,0,0,,08/11/2018 18:51,0,0,SPAIN,15:30:00,LATE,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
553,553,08/11/2018 00:00,IN23808,UNICORN BV,Y0157356,22,2,0,0,2,1,0,YES,NO,NO,NO,NO,22,0,0,0,,08/11/2018 18:51,0,0,Netherland,UNBOOKED,DAY,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
554,554,08/11/2018 00:00,IN16448,TAIZHOU HERI AUTOMOTIVE CO. LTD,Y0157347,150,1,0,0,1,1,0,YES,NO,NO,NO,NO,150,0,0,0,,08/11/2018 18:51,0,0,China,UNBOOKED,LATE,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
555,555,08/11/2018 00:00,48468,DL PRODUCTS LTD,Y0157328,70,2,0,0,0,0,0,YES,NO,NO,NO,NO,70,0,0,0,,08/11/2018 18:51,0,0,UK,EXCESSREPORTED,LATE,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
556,556,08/11/2018 00:00,48471,NORMFEST GMBH,Y0157315,8,1,1,0,0,0,0,YES,NO,NO,NO,NO,8,0,0,0,,08/11/2018 18:51,0,0,Germany,EXCESSREPORTED,LATE,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
557,557,08/11/2018 00:00,48476,APEX AUTOMOTIVE,Y0157272,2,2,0,0,0,0,0,YES,NO,NO,NO,NO,2,0,0,0,,08/11/2018 18:51,0,0,NETHERLANDS,EXCESSREPORTED,NIGHT,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
558,558,08/11/2018 00:00,44996,COMPLETE STEERING,Y0157336,79,7,11,0,0,0,11,NO,NO,NO,NO,NO,79,3,0,0,,08/11/2018 18:51,0,0,UK,11:00:00,DAY,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
559,559,08/11/2018 00:00,44924,ZF TRADING UK LTD,Y0157334,1237,119,48,17,37,2,57,NO,NO,NO,NO,NO,1237,22,0,0,,08/11/2018 18:51,0,0,Germany,06:00:00,DAY,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
560,560,08/11/2018 00:00,44982,VALEO SERVICE UK LTD.,Y0157358,1524,64,29,6,45,0,14,NO,NO,NO,NO,NO,1524,15,0,0,,08/11/2018 18:51,0,0,UK,05:30:00,DAY,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
561,561,08/11/2018 00:00,47102,KARCHER (UK) LTD,Y0157198,20,20,10,1,0,0,11,NO,NO,NO,NO,NO,0,3,0,0,,08/11/2018 18:51,0,0,UK,15:00:00,LATE,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
562,562,08/11/2018 00:00,44985,SHELL U K OIL PRODUCTS LIMITED,Y0157216,2970,2,30,0,0,0,33,NO,NO,NO,NO,NO,2970,16,0,0,,08/11/2018 18:51,0,0,UK,08:00:00,DAY,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
563,563,08/11/2018 00:00,44990,CAPRICORN CAR PARTS LIMITED,Y0157330,782,26,0,2,17,4,0,NO,NO,NO,NO,NO,782,5,0,0,,08/11/2018 18:51,0,0,UK,09:00:00,DAY,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
564,564,08/11/2018 00:00,44993,ASPA GMBH,Y0157289-90,1504,59,3,5,30,1,2,NO,NO,NO,NO,NO,1504,10,0,0,,08/11/2018 18:51,0,0,Germany,08:00:00,DAY,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
565,565,08/11/2018 00:00,44997,LUMILEDS SWEDEN AB ,Y0157209,246,6,0,0,6,1,0,NO,NO,NO,NO,NO,246,1,0,0,,08/11/2018 18:51,0,0,France,11:00:00,DAY,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
566,566,08/11/2018 00:00,44999,CONTINENTAL AUTOMOTIVE TRADING UK,Y0157284,64,1,0,0,10,0,1,NO,NO,NO,NO,NO,64,1,0,0,,08/11/2018 18:51,0,0,Germany,11:30:00,DAY,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
567,567,08/11/2018 00:00,48308,VIGNAL SYSTEMS,Y0157268,98,4,0,1,7,0,1,NO,NO,NO,NO,NO,98,1,0,0,,08/11/2018 18:51,0,0,France,15:00:00,LATE,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
568,568,08/11/2018 00:00,48387,REMA TIP TOP AUTOMOTIVE UK LTD.,Y0157300,50,1,2,0,0,0,2,NO,NO,NO,NO,NO,50,1,0,0,,08/11/2018 18:51,0,0,UK,15:00:00,LATE,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
569,569,08/11/2018 00:00,45016,SIXTOONE,Y0157321,68,4,0,1,3,2,0,NO,NO,NO,NO,NO,68,1,0,0,,08/11/2018 18:51,0,0,UK,09:00 TO 12:00,DAY,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
570,570,08/11/2018 00:00,45125,KOYORAD,Y0157219,352,43,34,5,0,0,33,NO,NO,NO,NO,NO,352,10,0,0,,08/11/2018 18:51,0,0,Holland,15:30:00,LATE,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
571,571,08/11/2018 00:00,48379,YUASA BATTERY SALES (UK) LTD,Y0157279,234,3,4,1,0,0,7,NO,NO,NO,NO,NO,234,2,0,0,,08/11/2018 18:51,0,0,UK,15:30:00,LATE,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
572,572,08/11/2018 00:00,45167,EPTG (POWERFLEX) LTD.,Y0157288,215,136,0,17,34,5,0,NO,NO,NO,NO,NO,215,10,0,0,,08/11/2018 18:51,0,0,UK,09:30:00,DAY,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
573,573,08/11/2018 00:00,44964,HELLA (UK) LIMITED,Y0157275,936,163,34,30,23,0,90,NO,NO,NO,NO,NO,936,23,0,0,,08/11/2018 18:51,0,0,Germany,11:30:00,DAY,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
574,574,08/11/2018 00:00,45285,AUTO INPARTS LTD.,Y0157273,362,17,18,0,0,9,0,NO,NO,NO,NO,NO,362,5,0,0,,08/11/2018 18:51,0,0,UK,12:30:00,DAY,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
575,575,08/11/2018 00:00,44471,ROBERT BOSCH LIMITED,Y0156368,32116,319,29,20,563,59,54,NO,NO,NO,NO,NO,22598,123,0,0,,08/11/2018 18:51,0,0,Germany,06:00:00,DAY,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
576,576,08/11/2018 00:00,45095,SHELL U K OIL PRODUCTS LIMITED,Y0157218,2795,25,30,1,76,0,18,NO,NO,NO,NO,NO,2795,19,0,0,,08/11/2018 18:51,0,0,UK,16:00:00,LATE,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
577,577,08/11/2018 00:00,CON1991,FCIU7388475,Y0156455,622,23,51,1,12,0,44,NO,NO,NO,NO,NO,622,13,0,0,,08/11/2018 18:51,0,0,Dubai,21:30:00,NIGHT,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
578,578,08/11/2018 00:00,46917,GREENCHEM,Y0157204,2079,1,33,0,0,0,33,NO,NO,NO,NO,NO,2079,13,0,0,,08/11/2018 18:51,0,0,UK,16:00:00,LATE,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
579,579,08/11/2018 00:00,47096,HOLT LLOYD,Y0157260,1320,2,1,1,0,0,2,NO,NO,NO,NO,NO,1320,5,0,0,,08/11/2018 18:51,0,0,UK,16:00:00,LATE,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
580,580,08/11/2018 00:00,45013,VEGE MOTEURS,Y0157309-10,350,71,13,10,34,0,9,NO,NO,NO,NO,NO,350,9,0,0,,08/11/2018 18:51,0,0,FRANCE,16:30:00,LATE,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
