#,ID,DeliveryDate,DeliveryReference,Supplier_Name,ASN_Number,Expected_Cases,Expected_Lines,Estimated_Pallets,Estimated_Cages,Estimated_Totes,Cartons_Due,Pallets_Due,Ready_Label,Palletise,Wrap_Strap,Collar,Bagging_Required,Actual_Cases,Calc_Hours,Pallets_Arrived,Cartons_Arrived,Grid_No,Last_Saved,Total_Operatives,Total_Hours,Origin,Due_Time,SHIFT,PalletsCreated,CagesCreated,TotesCreated,NonEuroPallet,Supplier_Code,Delivery_Comments,StartTAGID,UpdatedByUsername,UpdatedByEmpNo,UpdatedByName,TotalShortRows,TotalExtraRows,GRID_SHIFT,LOCK_STATUS,STATUS,
682,682,09/11/2018 00:00,IN24728,KEYSTONE AUTOMOTIVE,Y0157455,80,6,0,1,1,0,0,NO,NO,NO,NO,NO,80,1,0,0,,09/11/2018 00:07,0,0,USA,UNBOOKED,LATE,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
683,683,09/11/2018 00:00,CON2010,MRKU8319256,Y0157372,3398,20,30,0,207,0,28,YES,NO,NO,NO,NO,3398,20,0,0,,09/11/2018 00:07,0,0,China,17:00:00,LATE,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
684,684,09/11/2018 00:00,48534,AVA COOLING UK LTD,3719,1,1,0,0,0,0,0,NO,NO,NO,NO,NO,1,0,0,0,,09/11/2018 00:07,0,0,UK,RETURN TO SUPPLIER,DAY,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
685,685,09/11/2018 00:00,45057,HENKEL LIMITED (PAINT),Y0157386,1392,9,1,1,19,0,1,NO,NO,NO,NO,NO,1392,6,0,0,,09/11/2018 00:07,0,0,UK,11:30:00,DAY,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
686,686,09/11/2018 00:00,45040,TRW - AFTERMARKET OPERATIONS,Y0157301,2013,25,6,3,83,5,18,NO,NO,NO,NO,NO,2013,13,0,0,,09/11/2018 00:07,0,0,UK,08:30:00,DAY,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
687,687,09/11/2018 00:00,CON1975,MSKU7508175,Y0157375,3550,13,10,1,534,0,28,YES,NO,NO,NO,NO,3550,30,0,0,,09/11/2018 00:07,0,0,China,07:00:00,DAY,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
688,688,09/11/2018 00:00,CON1977,MRKU7712989,Y0157379,3064,5,27,0,180,0,28,YES,NO,NO,NO,NO,3064,17,0,0,,09/11/2018 00:07,0,0,China,08:00:00,DAY,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
689,689,09/11/2018 00:00,CON1984,MSKU7176168,Y0157373,3024,23,10,0,591,0,28,YES,NO,NO,NO,NO,3024,31,0,0,,09/11/2018 00:07,0,0,China,10:00:00,DAY,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
690,690,09/11/2018 00:00,CON1976,MSKU3642843,Y0157371,3321,24,14,1,421,0,28,YES,NO,NO,NO,NO,3321,26,0,0,,09/11/2018 00:07,0,0,China,19:00:00,LATE,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
691,691,09/11/2018 00:00,CON1978,MSKU3737044,Y0157377,3130,17,18,1,616,0,28,YES,NO,NO,NO,NO,3130,33,0,0,,09/11/2018 00:07,0,0,China,20:00:00,LATE,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
692,692,09/11/2018 00:00,48494,MARTIN DUCKWORTH LIMITED,Y0157423,23,9,1,1,0,0,1,NO,NO,NO,NO,NO,23,1,0,0,,09/11/2018 00:07,0,0,UK,12:30:00,DAY,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
693,693,09/11/2018 00:00,45063,MEGUIARS,Y0157292,593,16,1,2,21,0,2,NO,NO,NO,NO,NO,593,4,0,0,,09/11/2018 00:07,0,0,UK,13:00:00,DAY,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
694,694,09/11/2018 00:00,46839,NEXT LUBRICANTS,Y0156836,72,2,0,0,2,1,0,YES,NO,NO,NO,NO,72,0,0,0,,09/11/2018 00:07,0,0,Netherland,09:00:00,DAY,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
695,695,09/11/2018 00:00,45042,NGK SPARK PLUGS (UK) LTD.,Y0157314,31839,231,0,10,190,0,3,NO,NO,NO,NO,NO,4168,34,0,0,,09/11/2018 00:07,0,0,UK,09:00:00,DAY,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
696,696,09/11/2018 00:00,IN28408,OMEGA PRODUCTS ,Y0157462,3,1,1,0,0,1,0,NO,NO,NO,NO,NO,3,0,0,0,,09/11/2018 00:07,0,0,UK,UNBOOKED,NIGHT,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
697,697,09/11/2018 00:00,48486,PAMA & CO LTD,Y0157411,3,1,0,1,0,1,0,NO,NO,NO,NO,NO,3,0,0,0,,09/11/2018 00:07,0,0,UK,9:00 TO 12:00,DAY,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
698,698,09/11/2018 00:00,45043,BRAKE ENGINEERING,Y0157388,462,49,0,4,62,0,3,YES,NO,NO,NO,NO,462,5,0,0,,09/11/2018 00:07,0,0,UK,16:00:00,LATE,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
699,699,09/11/2018 00:00,48491,PETRONAS,,0,0,0,0,0,0,0,NO,NO,NO,NO,NO,0,0,0,0,,09/11/2018 00:07,0,0,UK,COLLECTION,DAY,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
700,700,09/11/2018 00:00,45050,PERFORMANCE 3000,Y0157341,8,3,0,1,0,5,0,NO,NO,NO,NO,NO,8,0,0,0,,09/11/2018 00:07,0,0,UK,10:30:00,DAY,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
701,701,09/11/2018 00:00,48510,PEARL HIGH TECH PARTS,Y0157474,8389,10,0,0,0,0,3,NO,NO,NO,NO,NO,8389,29,0,0,,09/11/2018 00:07,0,0,UK,08:30:00,DAY,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
702,702,09/11/2018 00:00,48479,PROFESSIONAL PARTS SWEDEN AB,Y0157399,139,11,1,2,3,0,1,NO,NO,NO,NO,NO,139,1,0,0,,09/11/2018 00:07,0,0,Sweden,09:30:00,DAY,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
703,703,09/11/2018 00:00,47081,RAC MOTORING SERVICES LIMITED,Y0157299,1224,1,24,0,0,0,24,NO,NO,NO,NO,NO,1224,9,0,0,,09/11/2018 00:07,0,0,UK,16:30:00,LATE,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
704,704,09/11/2018 00:00,45056,RING AUTOMOTIVE,Y0157365,706,12,0,1,32,0,2,NO,NO,NO,NO,NO,706,4,0,0,,09/11/2018 00:07,0,0,UK,11:30:00,DAY,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
705,705,09/11/2018 00:00,45053,MOTIVE COMPONENTS LTD,Y0157354-53,1264,47,2,4,22,0,1,YES,NO,NO,NO,NO,1264,5,0,0,,09/11/2018 00:07,0,0,UK,16:30:00,LATE,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
706,706,09/11/2018 00:00,45055,SAVILLE PRODUCTS LTD,Y0157443,6000,1,0,0,143,0,4,NO,NO,NO,NO,NO,6000,26,0,0,,09/11/2018 00:07,0,0,UK,11:00:00,DAY,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
707,707,09/11/2018 00:00,48522,SCHRADER,3718,0,0,0,0,0,0,0,NO,NO,NO,NO,NO,0,0,0,0,,09/11/2018 00:07,0,0,UK,RETURN TO SUPPLIER,DAY,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
708,708,09/11/2018 00:00,48485,JACK SEALEY LIMITED,Y0157421,216,14,0,1,1,0,2,NO,NO,NO,NO,NO,216,2,0,0,,09/11/2018 00:07,0,0,UK,16:00:00,LATE,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
709,709,09/11/2018 00:00,48444,SPOT PROMOTIONS LTD,Y0157401,1355,10,0,1,11,0,4,NO,NO,NO,NO,NO,1355,6,0,0,,09/11/2018 00:07,0,0,UK,17:00:00,LATE,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
710,710,09/11/2018 00:00,48528,THE ACE SUPPLY COMPANY LIMITED,Y0157397,7,2,0,0,0,0,0,NO,NO,NO,NO,NO,7,0,0,0,,09/11/2018 00:07,0,0,UK,EXCESSREPORTED,NIGHT,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
711,711,09/11/2018 00:00,45038,SHELL U K OIL PRODUCTS LIMITED,Y0157303,3015,2,33,0,2,0,33,NO,NO,NO,NO,NO,3015,16,0,0,,09/11/2018 00:07,0,0,UK,08:00:00,DAY,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
712,712,09/11/2018 00:00,46748,SHELL U K OIL PRODUCTS LIMITED,Y0157304,2755,3,33,0,0,0,33,NO,NO,NO,NO,NO,2755,16,0,0,,09/11/2018 00:07,0,0,UK,08:00:00,DAY,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
713,713,09/11/2018 00:00,46749,SHELL U K OIL PRODUCTS LIMITED,Y0157396,2910,5,34,0,0,0,33,NO,NO,NO,NO,NO,2910,16,0,0,,09/11/2018 00:07,0,0,UK,22:00:00,NIGHT,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
714,714,09/11/2018 00:00,46937,TETROSYL LIMITED,Y0157420,8518,13,37,0,31,0,18,YES,NO,NO,NO,NO,8518,22,0,0,,09/11/2018 00:07,0,0,UK,20:30:00,LATE,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
715,715,09/11/2018 00:00,48535,TETROSYL EXPRESS LTD.,3708,0,0,0,0,0,0,0,NO,NO,NO,NO,NO,0,0,0,0,,09/11/2018 00:07,0,0,UK,RETURN TO SUPPLIER,LATE,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
716,716,09/11/2018 00:00,45068,TMD FRICTION UK LTD,Y0157433,7380,131,0,1,431,0,32,YES,NO,NO,NO,NO,7380,35,0,0,,09/11/2018 00:07,0,0,UK,15:00:00,LATE,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
717,717,09/11/2018 00:00,45036,TMD FRICTION GERMANY,Y0157454,208,3,0,0,8,0,3,YES,NO,NO,NO,NO,208,1,0,0,,09/11/2018 00:07,0,0,Germany,07:00:00,DAY,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
718,718,09/11/2018 00:00,45037,TMD FRICTION ROMANIA,Y0157457,7784,38,0,0,424,0,39,YES,NO,NO,NO,NO,7784,32,0,0,,09/11/2018 00:07,0,0,Romania,17:30:00,LATE,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
719,719,09/11/2018 00:00,IN27948,TECHTRONIC,SO,1,1,0,0,0,1,0,NO,NO,NO,NO,NO,1,0,0,0,,09/11/2018 00:07,0,0,UK,UNBOOKED,DAY,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
720,720,09/11/2018 00:00,COL2051,ODELO DEUTSCHLAND GMBH, ULO AFTERMA,Y0157351,587,141,2,44,7,0,23,NO,NO,NO,NO,NO,587,14,0,0,,09/11/2018 00:07,0,0,Germany,16:30:00,LATE,0,0,0,,,,0,,,,,,,CLEAR,ROLLED
721,721,09/11/2018 00:00,45033,VALEO SERVICE UK LTD.,Y0157437,460,32,10,6,3,0,17,NO,NO,NO,NO,NO,460,6,0,0,,09/11/2018 00:07,0,0,UK,05:30:00,DAY,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
722,722,09/11/2018 00:00,48531,CONTINENTAL AUTOMOTIVE TRADING UK,3711,8,1,0,0,0,0,0,NO,NO,NO,NO,NO,8,0,0,0,,09/11/2018 00:07,0,0,Germany,RETURN TO SUPPLIER,DAY,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
723,723,09/11/2018 00:00,CON1985,MSKU3691730,Y0157370,3304,14,18,0,493,0,28,YES,NO,NO,NO,NO,3304,29,0,0,,09/11/2018 00:07,0,0,China,22:00:00,NIGHT,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
724,724,09/11/2018 00:00,48488,Paragon Customer Communications,,0,0,0,0,0,0,3,NO,NO,NO,NO,NO,0,0,0,0,,09/11/2018 00:07,0,0,UK,14:00:00,DAY,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
725,725,10/11/2018 00:00,48580,PEARL HIGH TECH PARTS,,0,0,0,0,0,0,3,NO,NO,NO,NO,NO,0,0,0,0,,12/11/2018 13:08,0,0,UK,10:00:00,DAY,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
726,726,12/11/2018 00:00,48587,AUTOMOTIVE ANCILLARIES LTD.,Y0157488,10,1,0,0,1,0,0,NO,NO,NO,NO,NO,10,0,1,1,256,12/11/2018 16:21,2,0,Dubai,EXCESSREPORTED,LATE,0,0,0,, ,,0,dgoss3,20858,Dan Goss,,,,CLEAR,ROLLED,
728,728,12/11/2018 00:00,IN27027,A1 COMPONENTS,Y0157464,3924,1,0,0,0,11,0,YES,NO,NO,NO,NO,3924,7,0,0,,12/11/2018 13:08,0,0,UK,UNBOOKED,NIGHT,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
729,729,12/11/2018 00:00,CON2064,MAGU2533615,Y0157342,7054,14,52,2,83,175,0,YES,NO,NO,NO,NO,7054,24,0,0,,12/11/2018 13:08,0,0,China,23:45:00,NIGHT,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
730,730,12/11/2018 00:00,45100,AIRTEX PRODUCTS S.A.,Y0157392,829,28,0,1,90,0,7,NO,NO,NO,NO,NO,829,8,0,0,,12/11/2018 13:08,0,0,Spain,09:00:00,DAY,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
731,731,12/11/2018 00:00,CON2073,NYKU5214811,Y0157471,925,62,19,6,47,199,0,YES,NO,NO,NO,NO,925,10,0,0,,12/11/2018 13:08,0,0,Taiwan,15:00:00,LATE,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
732,732,12/11/2018 00:00,45139,LUK AFTERMARKET-SERVICE LTD.,Y0157502,2608,191,168,14,121,0,83,NO,NO,NO,NO,NO,2608,51,0,0,,12/11/2018 13:08,0,0,Germany,05:30:00,DAY,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
733,733,12/11/2018 00:00,45140,LUK AFTERMARKET-SERVICE LTD.,Y0157480,2196,132,75,12,102,0,61,NO,NO,YES,YES,NO,2196,32,2,2,249,12/11/2018 16:30,1,0,Germany,15:00:00,LATE,0,0,0,, ,,0,dgoss2,20858,Dan Goss,,,,CLEAR,ROLLED,
734,734,12/11/2018 00:00,CON2141,APZU3504848,Y0157385,1326,7,28,0,0,0,28,YES,NO,NO,NO,NO,1326,8,0,0,,12/11/2018 13:08,0,0,CHINA,07:00:00,DAY,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
735,735,12/11/2018 00:00,CON2142,APZU2102042,Y0157378,1260,1,28,0,0,0,28,YES,NO,NO,NO,NO,1260,7,0,0,,12/11/2018 13:08,0,0,CHINA,10:00:00,DAY,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
736,736,12/11/2018 00:00,CON2143,APZU3685155,Y0157382,1260,1,28,0,0,0,28,YES,NO,NO,NO,NO,1260,7,0,0,,12/11/2018 13:08,0,0,CHINA,12:00:00,DAY,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
737,737,12/11/2018 00:00,CON2144,CMAU0093076,Y01573384,840,1,28,0,0,0,28,YES,NO,NO,NO,NO,840,7,0,0,,12/11/2018 13:08,0,0,CHINA,19:00:00,LATE,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
738,738,12/11/2018 00:00,CON2145,CXDU1098464,Y0157383,840,1,28,0,0,0,28,YES,NO,NO,NO,NO,840,7,0,0,,12/11/2018 13:08,0,0,CHINA,22:00:00,NIGHT,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
739,739,12/11/2018 00:00,CON2146,DFSU1325046,Y0157381,1260,1,28,0,0,0,28,YES,NO,NO,NO,NO,1260,7,0,0,,12/11/2018 13:08,0,0,CHINA,23:59:00,NIGHT,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
740,740,12/11/2018 00:00,CON2149,ZCSU2567586,Y0157349,9959,37,17,0,525,0,27,YES,NO,NO,NO,NO,9959,42,0,0,,12/11/2018 13:08,0,0,Israel,17:30:00,LATE,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
741,741,12/11/2018 00:00,21076,CONTINENTAL TEVES AG & CO. OHG,Y0157559,2228,177,49,20,199,0,14,NO,NO,NO,NO,NO,2228,33,0,0,,12/11/2018 13:08,0,0,Germany,17:00:00,LATE,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
742,742,12/11/2018 00:00,46645,RODEX OTOMOTIV SANAYI VE DIS TIC A.,Y0157479,8020,67,35,11,302,0,48,YES,NO,NO,NO,NO,8020,35,0,0,,12/11/2018 13:08,0,0,Turkey,18:30:00,LATE,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
743,743,12/11/2018 00:00,46931,BAVARIA POWER PRODUCTS,Y0157230,995,70,0,18,18,0,5,NO,NO,NO,NO,NO,995,9,0,0,,12/11/2018 13:08,0,0,Germany,09:00:00,DAY,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
744,744,12/11/2018 00:00,48586,ROBERT BOSCH LIMITED,Y0157491,100,1,0,0,1,0,0,NO,NO,NO,NO,NO,100,1,0,0,,12/11/2018 13:08,0,0,Germany,EXCESSREPORTED,LATE,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
745,745,12/11/2018 00:00,48589,ROBERT BOSCH LIMITED,Y0157481,232,2,0,0,2,0,0,NO,NO,NO,NO,NO,232,1,0,0,,12/11/2018 13:08,0,0,Germany,EXCESSREPORTED,NIGHT,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
746,746,12/11/2018 00:00,48591,ROBERT BOSCH LIMITED,Y0157517,23,3,0,0,2,0,0,NO,NO,NO,NO,NO,23,0,0,0,,12/11/2018 13:08,0,0,Germany,EXCESSREPORTED,DAY,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
747,747,12/11/2018 00:00,44983,ZF TRADING UK LTD,Y0157121-41,2846,167,100,32,49,0,98,NO,NO,NO,NO,NO,2846,40,0,0,,12/11/2018 13:08,0,0,Germany,09:30:00,DAY,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
748,748,12/11/2018 00:00,45132,ZF TRADING UK LTD,Y0157470,1857,91,24,6,75,0,21,NO,NO,NO,NO,NO,1857,18,0,0,,12/11/2018 13:08,0,0,UK,COLLECTION,DAY,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
749,749,12/11/2018 00:00,48426,ZF TRADING UK LTD,Y0157403,44,8,0,1,0,0,4,NO,NO,NO,NO,NO,44,1,0,0,,12/11/2018 13:08,0,0,UK,10:00:00,DAY,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
750,750,12/11/2018 00:00,45133,CHARLES HURST,Y0157489,399,71,19,13,15,0,9,NO,NO,NO,NO,NO,399,9,0,0,,12/11/2018 13:08,0,0,UK,COLLECTION,DAY,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
751,751,12/11/2018 00:00,48500,CREST MEDICAL LTD,Y0157445,450,1,0,0,1,1,0,NO,NO,NO,NO,NO,450,2,0,0,,12/11/2018 13:08,0,0,UK,11:00:00,DAY,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
752,752,12/11/2018 00:00,45367,COMPLETE STEERING,Y0157503,103,31,25,5,0,0,11,NO,NO,NO,NO,NO,103,6,0,0,,12/11/2018 13:08,0,0,UK,11:00:00,DAY,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
753,753,12/11/2018 00:00,48592,DAYCO EUROPE S.R.L.,Y0157511-520,61,9,0,0,9,0,0,YES,NO,NO,NO,NO,61,1,0,0,,12/11/2018 13:08,0,0,Italy,EXCESSREPORTED,NIGHT,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
754,754,12/11/2018 00:00,48602,DEB LIMITED,Y0157563,1,1,1,0,0,0,0,NO,NO,NO,NO,NO,1,0,0,0,,12/11/2018 13:08,0,0,UK,EXCESSREPORTED,NIGHT,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
755,755,12/11/2018 00:00,45130,DE OLIBRION,Y0157390,4920,10,47,0,35,0,57,YES,NO,NO,NO,NO,4920,19,0,0,,12/11/2018 13:08,0,0,Holland,21:00:00,NIGHT,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
756,756,12/11/2018 00:00,48439,MAGAL CABLES LIMITED,Y0157404,100,1,0,0,20,0,1,NO,NO,NO,NO,NO,100,1,0,0,,12/11/2018 13:08,0,0,UK,11:30:00,DAY,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
757,757,12/11/2018 00:00,46629,EXIDE TECHNOLOGIES (TRANSPORTATION),Y0156783,1620,1,27,0,0,0,27,NO,NO,NO,NO,NO,1620,11,0,0,,12/11/2018 13:08,0,0,Poland ,20:30:00,LATE,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
758,758,12/11/2018 00:00,45109,EURAX LIMITED,Y0157518,6646,173,89,19,450,0,10,NO,NO,NO,NO,NO,6646,62,0,0,,12/11/2018 13:08,0,0,UK,16:30:00,LATE,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
759,759,12/11/2018 00:00,45144,EUROPEAN SPRINGS & PRESSINGS LIMITE,Y0157508,2880,9,25,0,158,0,32,YES,NO,NO,NO,NO,2880,16,0,0,,12/11/2018 13:08,0,0,UK,17:30:00,LATE,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
760,760,12/11/2018 00:00,45107,FAI AUTOMOTIVE PLC,Y0157494,172,11,0,1,7,6,0,YES,NO,NO,NO,NO,172,1,0,0,,12/11/2018 13:08,0,0,UK,10:30:00,DAY,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
761,761,12/11/2018 00:00,45094,FERDINAND BILSTEIN JR.GMBH & CO.KG,Y0157418,2805,45,1,2,57,0,5,NO,NO,NO,NO,NO,2805,14,0,0,,12/11/2018 13:08,0,0,Germany,10:30:00,DAY,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
762,762,12/11/2018 00:00,48571,FEBI (UK) LIMITED,SO,1,1,0,0,0,1,0,NO,NO,NO,NO,NO,1,0,0,0,,12/11/2018 13:08,0,0,UK,13:00:00,DAY,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
763,763,12/11/2018 00:00,45092,FIRST LINE LIMITED,Y0157556,1201,84,1,14,23,0,6,YES,NO,NO,NO,NO,1201,7,0,0,,12/11/2018 13:08,0,0,UK,07:00:00,DAY,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
764,764,12/11/2018 00:00,48584,GKN SERVICE INTERNATIONAL GMBH,Y0157495,12,3,3,0,0,0,0,NO,NO,NO,NO,NO,12,1,0,0,,12/11/2018 13:08,0,0,Germany,EXCESSREPORTED,LATE,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
765,765,12/11/2018 00:00,48388,GREENCHEM,Y0157477,2421,2,35,0,0,0,33,NO,NO,NO,NO,NO,2421,15,0,0,,12/11/2018 13:08,0,0,UK,19:00:00,LATE,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
766,766,12/11/2018 00:00,48397,GREENCHEM,Y0157498,777,2,12,0,0,0,15,NO,NO,NO,NO,NO,777,5,0,0,,12/11/2018 13:08,0,0,UK,12:00:00,DAY,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
767,767,12/11/2018 00:00,IN27488,HELLA (UK) LTD.,Y0157473,35,1,0,0,2,2,0,NO,NO,NO,NO,NO,35,0,0,0,,12/11/2018 13:08,0,0,UK,UNBOOKED,DAY,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
768,768,12/11/2018 00:00,38354,ACTIVE BRAND,Y0157499,4864,1,43,0,0,0,32,YES,NO,NO,NO,NO,4864,15,0,0,,12/11/2018 13:08,0,0,UK,10:30:00,DAY,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
769,769,12/11/2018 00:00,48536,HAN YALE INDUSTRY CO LIMITED,Y0157277,1614,52,48,10,0,0,0,NO,NO,NO,NO,NO,1614,15,0,0,,12/11/2018 13:08,0,0,T1,CROSSDOCK,DAY,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
771,771,12/11/2018 00:00,46988,KOYORAD,Y0157424,327,48,25,6,0,0,33,NO,NO,NO,NO,NO,327,9,0,0,,12/11/2018 13:08,0,0,Holland,17:30:00,LATE,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
773,773,12/11/2018 00:00,45122,AVA COOLING UK LTD,Y0157398,494,75,25,12,11,0,17,NO,NO,NO,NO,NO,494,11,0,0,,12/11/2018 13:08,0,0,UK,16:00:00,LATE,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
774,774,12/11/2018 00:00,48585,LPR SRL,Y0157493,0,1,0,0,0,0,0,YES,NO,NO,NO,NO,0,0,0,0,,12/11/2018 13:08,0,0,Italy,EXCESSREPORTED,DAY,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
775,775,12/11/2018 00:00,45131,LUCAS ELECTRICAL EUROPE,Y0157475,5648,495,15,61,604,0,52,YES,NO,NO,NO,NO,5648,58,0,0,,12/11/2018 13:08,0,0,Poland,23:00:00,NIGHT,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
776,776,12/11/2018 00:00,CON1966,MSKU7994800,Y0157345,2846,24,0,5,627,0,28,YES,NO,NO,NO,NO,2846,31,0,0,,12/11/2018 13:08,0,0,China,06:00:00,DAY,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
777,777,12/11/2018 00:00,CON1967,MSKU4401373,Y0157344,2871,10,16,1,441,0,28,YES,NO,NO,NO,NO,2871,26,0,0,,12/11/2018 13:08,0,0,China,18:00:00,LATE,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
778,778,12/11/2018 00:00,CON1968,MRKU9271856,Y0157343,2464,8,22,0,412,0,28,YES,NO,NO,NO,NO,2464,24,0,0,,12/11/2018 13:08,0,0,China,20:00:00,LATE,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
779,779,12/11/2018 00:00,45112,MAHLE AFTERMARKET LTD,Y0157415,463,8,0,1,41,0,3,NO,NO,NO,NO,NO,463,4,0,0,,12/11/2018 13:08,0,0,UK,16:00:00,LATE,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
780,780,12/11/2018 00:00,45102,MCGARD DEUTSCHLAND GMBH,Y0157369,1220,22,0,1,31,0,3,NO,NO,NO,NO,NO,1220,7,0,0,,12/11/2018 13:08,0,0,Germany,09:30:00,DAY,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
781,781,12/11/2018 00:00,47142,MILTEK,Y0157447,179,37,35,1,4,0,0,YES,NO,NO,NO,NO,179,6,0,0,,12/11/2018 13:08,0,0,UK,09:00:00,DAY,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
782,782,12/11/2018 00:00,45106,M.J.ALLEN NATIONAL AUTOPARTS LTD,Y0157510,31,4,7,1,0,0,1,YES,NO,NO,NO,NO,31,1,0,0,,12/11/2018 13:08,0,0,UK,10:00:00,DAY,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
783,783,12/11/2018 00:00,45149,MANN+HUMMEL (UK) LTD.,Y0157425,20354,74,44,0,1095,0,97,NO,NO,NO,NO,NO,20354,125,0,0,,12/11/2018 13:08,0,0,Germany,22:00:00,NIGHT,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
