#,STATUS,DeliveryReference,ASN_Number,DeliveryDate,Last_Saved,UpdatedByName,Grid_No,Total_Operatives,TotalShortRows,TotalExtraRows,Supplier_Code,Supplier_Name,SHIFT,Due_Time,Calc_Hours,Total_Hours,Pallets_Due,Cartons_Due,Origin,Expected_Lines,Expected_Cases,Actual_Cases,Estimated_Totes,Estimated_Cages,Estimated_Pallets,ArrivalTime,GRN_Number
2652,ROLLED,IN39908,Y0157959,16/11/2018 00:00,16/11/2018 06:05,,,0,0,0,,CASTROL (UK) LIMITED,NIGHT,UNBOOKED,0,0,0,3,UK,1,3,3,1,0,0,01/01/1970 00:00,
2653,ROLLED,48873,Y0157924,16/11/2018 00:00,16/11/2018 06:05,,,0,0,0,,FLIR SYSTEMS LTD,LATE,EXCESSREPORTED,0,0,0,0,UK,2,40,40,0,0,0,01/01/1970 00:00,
2654,ROLLED,45322,Y0157953,16/11/2018 00:00,16/11/2018 06:05,,,0,0,0,,FOREEVER,LATE,17:00:00,8,0,9,0,UK,44,517,517,39,8,10,01/01/1970 00:00,
2655,ROLLED,45357,Y0157758,16/11/2018 00:00,16/11/2018 06:05,,,0,0,0,,EXIDE TECHNOLOGIES (TRANSPORTATION),DAY,06:00:00,12,0,28,0,Poland ,1,2016,2016,0,0,28,01/01/1970 00:00,
2656,ROLLED,45317,Y0157849,16/11/2018 00:00,16/11/2018 06:05,,,0,0,0,,SOGEFI FILTRATION LTD.,DAY,06:00:00,113,0,64,2,UK,192,19754,19754,817,15,6,01/01/1970 00:00,
2657,ROLLED,48573,Y0157766,16/11/2018 00:00,16/11/2018 06:05,,,0,0,0,,FLIR SYSTEMS LTD,DAY,13:30:00,1,0,2,0,UK,1,200,200,16,0,0,01/01/1970 00:00,
2658,ROLLED,48878,Y0157950,16/11/2018 00:00,16/11/2018 06:05,,,0,0,0,,FAI AUTOMOTIVE PLC,NIGHT,CLAIM PARTS,0,0,0,0,UK,1,5,5,0,0,1,01/01/1970 00:00,
2659,ROLLED,48301,Y0157808-Y0157810,16/11/2018 00:00,16/11/2018 06:05,,,0,0,0,,DONAFLEX,DAY,08:30:00,24,0,21,0,France,93,2274,2274,348,9,17,01/01/1970 00:00,
2660,ROLLED,IN39678,Y0157951,16/11/2018 00:00,16/11/2018 06:05,,,0,0,0,,DYNOMEC LTD,DAY,UNBOOKED,4,0,0,2,UK,1,1000,1000,1,0,0,01/01/1970 00:00,
2661,ROLLED,45326,Y0157872-Y0157763,16/11/2018 00:00,16/11/2018 06:05,,,0,0,0,,EXEDY CLUTCH EUROPE LTD,DAY,10:00:00,6,0,7,0,UK,25,383,383,36,4,8,01/01/1970 00:00,
2662,ROLLED,45344,Y0157922,16/11/2018 00:00,16/11/2018 06:05,,,0,0,0,,DENSO SALES UK LTD,LATE,16:00:00,17,0,12,0,UK,126,5151,1557,54,17,9,01/01/1970 00:00,
2663,ROLLED,47228,Y0157934,16/11/2018 00:00,16/11/2018 06:05,,,0,0,0,,EPTG (POWERFLEX) LTD.,LATE,15:30:00,14,0,0,8,UK,186,316,316,44,23,0,01/01/1970 00:00,
2664,ROLLED,45346,Y0157822,16/11/2018 00:00,16/11/2018 06:05,,,0,0,0,,DE OLIBRION,NIGHT,22:00:00,22,0,57,0,Holland,24,5496,5496,90,0,44,01/01/1970 00:00,
2665,ROLLED,48868,Y0157937,16/11/2018 00:00,16/11/2018 06:05,,,0,0,0,,CONTITECH ANTRIEBSSYSTEME  GMBH,DAY,10:30:00,11,0,4,0,Germany,39,1843,1843,56,2,0,01/01/1970 00:00,
2666,ROLLED,45332,Y0157970,16/11/2018 00:00,16/11/2018 06:05,,,0,0,0,,CORTECO LIMITED,DAY,11:00:00,22,0,7,0,UK,91,3174,3174,151,3,0,01/01/1970 00:00,
2667,ROLLED,45325,Y0157947,16/11/2018 00:00,16/11/2018 06:05,,,0,0,0,,DEB LIMITED,DAY,09:30:00,1,0,1,0,UK,2,64,64,0,1,1,01/01/1970 00:00,
2668,ROLLED,45316,Y0157780,16/11/2018 00:00,16/11/2018 06:05,,,0,0,0,,ZF TRADING UK LTD,LATE,16:00:00,34,0,20,4,Germany,171,4521,4521,217,8,7,01/01/1970 00:00,
2669,ROLLED,IN40138,Y0157961,16/11/2018 00:00,16/11/2018 06:05,,,0,0,0,,ZF TRADING UK LTD,NIGHT,UNBOOKED,0,0,0,2,UK,2,2,2,0,1,0,01/01/1970 00:00,
2670,ROLLED,48562,Y0157760,16/11/2018 00:00,16/11/2018 06:05,,,0,0,0,,ROBERT BOSCH LIMITED(BATTERIES),DAY,09:00:00,2,0,8,0,Spain,1,576,576,0,0,8,01/01/1970 00:00,
2671,ROLLED,48616,Y0157751,16/11/2018 00:00,16/11/2018 06:05,,,0,0,0,,BERU AG,DAY,09:30:00,5,0,2,0,Germany,18,1031,1031,15,1,0,01/01/1970 00:00,
2672,ROLLED,48684,Y0157813,16/11/2018 00:00,16/11/2018 06:05,,,0,0,0,,BLUECHEM GB LTD,DAY,13:00:00,0,0,0,2,UK,1,24,24,0,1,0,01/01/1970 00:00,
2673,ROLLED,CON2152,Y0157640,16/11/2018 00:00,16/11/2018 06:05,,,0,0,0,,SEGU5730850,NIGHT,01:00:00,6,0,27,0,Spain,2,1657,1657,0,0,27,01/01/1970 00:00,
2674,ROLLED,45363,Y0157826,16/11/2018 00:00,16/11/2018 06:05,,,0,0,0,,ROBERT BOSCH LIMITED,LATE,15:00:00,103,0,54,8,Germany,163,36703,20524,490,3,24,01/01/1970 00:00,
2675,ROLLED,CON2089,Y0157639,16/11/2018 00:00,16/11/2018 06:05,,,0,0,0,,OPDU4304029,LATE,15:00:00,12,0,25,0,Spain,1,1575,1575,0,0,25,01/01/1970 00:00,
2676,ROLLED,45032,Y0157851,16/11/2018 00:00,16/11/2018 06:05,,,0,0,0,,RODEX OTOMOTIV SANAYI VE DIS TIC A.,NIGHT,21:00:00,51,0,48,0,Turkey,156,12170,12170,470,16,31,01/01/1970 00:00,
2677,ROLLED,45641,Y0157830,16/11/2018 00:00,16/11/2018 06:05,,,0,0,0,,ROBERT BOSCH LIMITED,NIGHT,21:00:00,118,0,68,3,Germany,121,25235,25235,490,0,34,01/01/1970 00:00,
2678,ROLLED,48542,Y0157817,16/11/2018 00:00,16/11/2018 06:05,,,0,0,0,,ARNOTT EUROPE,DAY,09:30:00,2,0,3,0,Netherland,17,71,71,1,5,0,01/01/1970 00:00,
2679,ROLLED,IN40598,Y0157954,16/11/2018 00:00,16/11/2018 06:05,,,0,0,0,,AUTOGEM MOTOR CONCEPTS LLP,DAY,UNBOOKED,3,0,0,5,UK,2,865,865,2,0,0,01/01/1970 00:00,
2680,ROLLED,CON2078,Y0157680-81,16/11/2018 00:00,16/11/2018 06:05,,,0,0,0,,MRKU0182634,LATE,17:00:00,28,0,29,0,,99,5029,5029,154,8,66,01/01/1970 00:00,
2681,ROLLED,CON2150,Y0157626,16/11/2018 00:00,16/11/2018 06:05,,,0,0,0,,ZCSU2681325,LATE,18:00:00,46,0,26,0,Israel,37,11910,11910,589,0,10,01/01/1970 00:00,
2682,ROLLED,48876,Y0157944,16/11/2018 00:00,16/11/2018 06:05,,,0,0,0,,LUK AFTERMARKET-SERVICE LTD.,NIGHT,EXCESSREPORTED,0,0,0,0,Germany,1,2,2,0,1,0,01/01/1970 00:00,
2683,ROLLED,48821,Y0157892,16/11/2018 00:00,16/11/2018 06:05,,,0,0,0,,ADROIT ACCESSORIES LIMITED,DAY,10:30:00,9,0,3,0,UK,5,2300,2300,25,0,0,01/01/1970 00:00,
2684,ROLLED,48865,Y0157931,16/11/2018 00:00,16/11/2018 06:05,,,0,0,0,,AUTO INPARTS LTD.,LATE,15:00 TO 17:00,2,0,0,7,UK,10,291,291,0,0,11,01/01/1970 00:00,
2685,ROLLED,CON2061,Y0157634,16/11/2018 00:00,16/11/2018 06:05,,,0,0,0,,UACU5344963,NIGHT,21:00:00,20,0,0,449,China,8,1796,1796,0,0,94,01/01/1970 00:00,
2686,ROLLED,54552,,16/11/2018 00:00,16/11/2018 06:05,,,0,0,0,,SOGEFI FILTRATION LTD.,,10:00:00,0,0,2,0,France,0,0,0,0,0,0,01/01/1970 00:00,
2687,ROLLED,48866,Y0157933-935,16/11/2018 00:00,16/11/2018 06:05,,,0,0,0,,A1 COMPONENTS,DAY,11:30:00,12,0,7,0,UK,30,3803,3803,88,5,1,01/01/1970 00:00,
2688,ROLLED,45338,Y0157837,16/11/2018 00:00,16/11/2018 06:05,,,0,0,0,,AUTOMOTIVE DISTRIBUTION LTD.,DAY,12:30:00,6,0,11,2,UK,25,753,753,22,3,5,01/01/1970 00:00,
2689,ROLLED,45279,Y0157770-Y0157690,15/11/2018 00:00,15/11/2018 23:35,Ionut Petreanu,250a,6,0,0, ,CONTINENTAL AUTOMOTIVE TRADING UK,DAY,11:30:00,19,0,9,1,Germany,149,1996,1996,86,15,2,01/01/1970 00:00,
2690,ROLLED,CON2079,Y0157658,15/11/2018 00:00,15/11/2018 20:38,Nicoleta Rus, ,2,0,0,,YMLU5106410,LATE,18:00:00,55,0,48,0,CHINA,47,17634,17634,538,0,11,01/01/1970 00:00,
2691,ROLLED,48394,Y0157694,15/11/2018 00:00,15/11/2018 20:06,Ionut Petreanu,257a,5,0,0, ,GREENCHEM,LATE,20:00:00,13,0,33,0,UK,1,2079,2079,0,0,33,01/01/1970 00:00,
2692,IN PROGRESS,45574,Y0155589,15/10/2018 00:00,15/11/2018 19:52,Dan Goss,250a,7,0,0, ,ACTIVE BRAND,LATE,15:00:00,17,0,7,0,UK,5,4650,4650,145,0,24,01/01/1970 00:00,
2693,ROLLED,47095,Y0157294,15/11/2018 00:00,15/11/2018 18:42,Ionut Petreanu,258,8,0,0, ,CASTROL (UK) LIMITED,LATE,15:00:00,8,0,30,0,UK,7,628,628,0,4,29,01/01/1970 00:00,
2694,ROLLED,48393,Y0157696,15/11/2018 00:00,15/11/2018 18:40,Ionut Petreanu,262,3,0,0, ,GREENCHEM,LATE,16:00:00,13,0,33,0,UK,1,2079,2079,0,0,33,01/01/1970 00:00,
2695,ROLLED,48519,Y0157850,15/11/2018 00:00,15/11/2018 14:37,Adrian Vasilaiche,250b,14,0,0, ,PEARL HIGH TECH PARTS,DAY,09:00:00,38,0,3,0,UK,26,10597,10597,23,2,0,01/01/1970 00:00,
2696,ROLLED,45305,Y0157730,15/11/2018 00:00,15/11/2018 14:18,Valency Fernandes,250a,17,0,0, ,ROBERT BOSCH LIMITED,DAY,06:00:00,106,0,67,0,Germany,154,36751,21554,456,4,34,01/01/1970 00:00,
2697,ROLLED,CON2049,Y0157530,14/11/2018 00:00,15/11/2018 13:59,Steffi Fernandes,256,4,0,0, ,CMAU0459313,LATE,18:00:00,8,0,28,0,CHINA,1,1512,1512,0,0,28,01/01/1970 00:00,
2698,ROLLED,48455,Y0157607,14/11/2018 00:00,15/11/2018 11:26,Adrian Vasilaiche,250b,1,0,0, ,CHINA AND CANTON CLUTCH CO. LTD,DAY,10:30:00,4,0,4,0,China,5,354,354,51,9,0,01/01/1970 00:00,
2699,ROLLED,46753,Y0157727,15/11/2018 00:00,15/11/2018 09:59,Steffi Fernandes,266,8,0,0, ,SHELL U K OIL PRODUCTS LIMITED,DAY,08:00:00,17,0,33,0,UK,23,2862,2862,14,2,28,01/01/1970 00:00,
2700,ROLLED,CON1958,Y0156435,08/11/2018 00:00,15/11/2018 08:13,Steffi Fernandes,264,9,0,0, ,TTNU1133351,DAY,06:00:00,31,0,0,405,China,2,1060,1060,0,0,191,01/01/1970 00:00,
2701,ROLLED,45237,Y0157765-761,14/11/2018 00:00,15/11/2018 06:36,Peter Hayes,250b ,1,0,0, ,REMY AUTOMOTIVE UK LTD,LATE,20:00:00,15,0,15,0,UK,116,1121,1121,186,16,2,01/01/1970 00:00,
2702,ROLLED,48803,,15/11/2018 00:00,15/11/2018 06:23,,,0,0,0,,PARAGON Customer Communications ,DAY,14:00:00,0,0,1,0,UK,0,0,0,0,0,0,01/01/1970 00:00,
2703,ROLLED,45260,Y0157825,15/11/2018 00:00,15/11/2018 06:23,,,0,0,0,,VALEO SERVICE UK LTD.,DAY,05:30:00,8,0,19,0,UK,41,452,452,27,4,16,01/01/1970 00:00,
2704,ROLLED,45295,Y0157767-68,15/11/2018 00:00,15/11/2018 06:23,,,0,0,0,,VEGE MOTEURS,LATE,16:30:00,12,0,14,0,FRANCE,67,534,534,38,9,32,01/01/1970 00:00,
2705,ROLLED,48649,Y0157714,15/11/2018 00:00,15/11/2018 06:23,,,0,0,0,,VOLMET s.r.o.,LATE,16:30:00,5,0,3,0,CZ,11,7638,938,28,0,1,01/01/1970 00:00,
2706,ROLLED,45117,Y0157699,15/11/2018 00:00,15/11/2018 06:23,,,0,0,0,,UFI FILTERS SPA,DAY,09:00:00,2,0,4,0,Italy,8,369,369,15,1,0,01/01/1970 00:00,
2707,ROLLED,48834,Y0157821,15/11/2018 00:00,15/11/2018 06:23,,,0,0,0,,UNICORN BV,DAY,EXCESSREPORTED,0,0,0,0,Netherland,2,11,11,0,1,0,01/01/1970 00:00,
2708,ROLLED,48801,Y0157801,15/11/2018 00:00,15/11/2018 06:23,,,0,0,0,,THE TOOL CONNECTION,LATE,17:00:00,2,0,1,0,UK,3,341,341,4,0,0,01/01/1970 00:00,
2709,ROLLED,45264,Y0157823,15/11/2018 00:00,15/11/2018 06:23,,,0,0,0,,TMD FRICTION ROMANIA,DAY,07:30:00,29,0,39,0,Romania,52,6012,6012,396,1,0,01/01/1970 00:00,
2710,ROLLED,45292,Y0157848,15/11/2018 00:00,15/11/2018 06:23,,,0,0,0,,TMD FRICTION UK LTD,LATE,15:00:00,16,0,13,0,UK,65,3582,3582,187,1,0,01/01/1970 00:00,
2711,ROLLED,48836,3760,15/11/2018 00:00,15/11/2018 06:23,,,0,0,0,,TMD FRICTION UK LTD,NIGHT,RETURN TO SUPPLIER,0,0,0,0,UK,1,1,1,0,0,0,01/01/1970 00:00,
2712,ROLLED,IN37378,Y0157831,15/11/2018 00:00,15/11/2018 06:23,,,0,0,0,,THYSSENKRUPP,DAY,UNBOOKED,0,0,0,1,Germany,1,2,2,0,1,0,01/01/1970 00:00,
2713,ROLLED,46980,Y0157786,15/11/2018 00:00,15/11/2018 06:23,,,0,0,0,,TEKNOROT,LATE,20:00:00,43,0,64,0,Turkey,120,8592,8592,493,5,21,01/01/1970 00:00,
2714,ROLLED,48574,Y0157693,15/11/2018 00:00,15/11/2018 06:23,,,0,0,0,,REMA TIP TOP AUTOMOTIVE UK LTD.,LATE,17:00:00,1,0,2,0,UK,1,50,50,0,0,2,01/01/1970 00:00,
2715,ROLLED,48840,Y0157791,15/11/2018 00:00,15/11/2018 06:23,,,0,0,0,,TEKNOROT,NIGHT,EXCESSREPORTED,0,0,0,0,Turkey,1,11,11,1,0,0,01/01/1970 00:00,
2716,ROLLED,CON2067,Y0157637,15/11/2018 00:00,15/11/2018 06:23,,,0,0,0,,TLLU6091386,DAY,10:00:00,8,0,20,0,China,2,1000,1000,0,0,41,01/01/1970 00:00,
2717,ROLLED,48601,Y0157691,15/11/2018 00:00,15/11/2018 06:23,,,0,0,0,,SYKES PICKAVANT LTD,LATE,15:00 TO 17:00,0,0,0,1,UK,1,100,100,1,0,0,01/01/1970 00:00,
2718,ROLLED,48847,Y0157840,15/11/2018 00:00,15/11/2018 06:23,,,0,0,0,,SHELL U K OIL PRODUCTS LIMITED,NIGHT,EXCESSREPORTED,0,0,0,0,UK,1,15,15,0,0,1,01/01/1970 00:00,
2719,ROLLED,46758,Y0157787,15/11/2018 00:00,15/11/2018 06:23,,,0,0,0,,SHELL U K OIL PRODUCTS LIMITED,NIGHT,22:00:00,16,0,33,0,UK,2,2970,2970,0,0,33,01/01/1970 00:00,
2720,ROLLED,CON2165,Y0157641,15/11/2018 00:00,15/11/2018 06:23,,,0,0,0,,TGCU2003646,LATE,19:30:00,20,0,26,0,China,17,4510,4510,262,4,2,01/01/1970 00:00,
2721,ROLLED,45298,Y0157829,15/11/2018 00:00,15/11/2018 06:23,,,0,0,0,,SIXTOONE,LATE,15:00 TO 17:00,3,0,0,12,UK,9,533,533,5,1,0,01/01/1970 00:00,
2722,ROLLED,48839,Y0157799,15/11/2018 00:00,15/11/2018 06:23,,,0,0,0,,REMANED,NIGHT,EXCESSREPORTED,0,0,0,0,SPAIN,4,10,10,2,1,0,01/01/1970 00:00,
2723,ROLLED,48848,Y0157838,15/11/2018 00:00,15/11/2018 06:23,,,0,0,0,,SPOT PROMOTIONS LTD,NIGHT,EXCESSREPORTED,0,0,0,0,UK,1,25,25,1,0,0,01/01/1970 00:00,
2724,ROLLED,48509,Y0157695,15/11/2018 00:00,15/11/2018 06:23,,,0,0,0,,RAICAM INDUSTRIES,DAY,09:30:00,8,0,16,0,Italy,29,1128,1128,103,1,0,01/01/1970 00:00,
2725,ROLLED,CON2080,Y0157657,15/11/2018 00:00,15/11/2018 06:23,,,0,0,0,,YMLU5172773,NIGHT,23:59:00,58,0,48,0,CHINA,81,19540,19540,511,2,5,01/01/1970 00:00,
2726,ROLLED,45277,Y0157702,15/11/2018 00:00,15/11/2018 06:23,,,0,0,0,,LUMILEDS SWEDEN AB ,DAY,11:00:00,10,0,3,0,France,4,2964,2964,2,0,0,01/01/1970 00:00,
2727,ROLLED,48833,Y0157824,15/11/2018 00:00,15/11/2018 06:23,,,0,0,0,,PEARL HIGH TECH PARTS,DAY,EXCESSREPORTED,3,0,0,0,UK,2,774,774,0,0,0,01/01/1970 00:00,
2728,ROLLED,45299,Y0157713,15/11/2018 00:00,15/11/2018 06:23,,,0,0,0,,P F JONES LTD,DAY,12:30:00,2,0,1,0, ,22,140,140,4,4,0,01/01/1970 00:00,
2729,ROLLED,48802,Y0157798,15/11/2018 00:00,15/11/2018 06:23,,,0,0,0,,P F JONES LTD,DAY,9:00 TO 12:00,2,0,0,6, ,12,266,266,10,1,0,01/01/1970 00:00,
2730,ROLLED,48845,Y0157843,15/11/2018 00:00,15/11/2018 06:23,,,0,0,0,,ANHUI PHOENIX INTERNATIONAL CO.LTD,LATE,EXCESSREPORTED,1,0,0,0,China,1,100,100,8,0,0,01/01/1970 00:00,
2731,ROLLED,45294,Y0157804-Y0157807-Y0157805,15/11/2018 00:00,15/11/2018 06:23,,,0,0,0,,BRAKE ENGINEERING,LATE,16:00:00,6,0,7,0,UK,41,474,474,50,6,7,01/01/1970 00:00,
2732,ROLLED,48849,Y0157833,15/11/2018 00:00,15/11/2018 06:23,,,0,0,0,,BRAKE ENGINEERING,LATE,EXCESSREPORTED,0,0,0,0,UK,3,13,13,3,1,0,01/01/1970 00:00,
2733,ROLLED,48838,Y0157803,15/11/2018 00:00,15/11/2018 06:23,,,0,0,0,,PETRONAS,NIGHT,EXCESSREPORTED,0,0,0,0,UK,1,48,48,0,0,1,01/01/1970 00:00,
2734,ROLLED,45275,Y0157745,15/11/2018 00:00,15/11/2018 06:23,,,0,0,0,,ORTHENE CHEMICALS LTD,DAY,10:30:00,6,0,11,0,UK,4,1600,1600,35,0,7,01/01/1970 00:00,
2735,ROLLED,48570,Y0157814,15/11/2018 00:00,15/11/2018 06:23,,,0,0,0,,OSRAM LIMITED,DAY,12:00:00,0,0,0,1,Germany,1,35,35,1,0,0,01/01/1970 00:00,
2736,ROLLED,IN36918,Y0157832,15/11/2018 00:00,15/11/2018 06:23,,,0,0,0,,PAMA & CO LTD,DAY,UNBOOKED,0,0,0,1,UK,1,12,12,0,1,0,01/01/1970 00:00,
2737,ROLLED,CON2069,Y0157542-43,15/11/2018 00:00,15/11/2018 06:23,,,0,0,0,,YMMU1035077,LATE,19:00:00,25,0,23,0,,111,2569,2569,221,15,49,01/01/1970 00:00,
2738,ROLLED,48822,Y0157835,15/11/2018 00:00,15/11/2018 06:23,,,0,0,0,,MAHLE AFTERMARKET LTD,DAY,12:30:00,7,0,4,0,UK,21,986,986,54,1,0,01/01/1970 00:00,
2739,ROLLED,48832,3763,15/11/2018 00:00,15/11/2018 06:23,,,0,0,0,,NORMFEST GMBH,DAY,RETURN TO SUPPLIER,0,0,0,0,Germany,1,1,1,0,0,0,01/01/1970 00:00,
2740,ROLLED,47098,Y0157789-Y0157790,15/11/2018 00:00,15/11/2018 06:23,,,0,0,0,,MERKEZ OTOMOTIVE/TEKNOROT,LATE,16:00:00,28,0,45,0,Turkey,67,3069,3069,135,12,48,01/01/1970 00:00,
2741,ROLLED,48441,Y0157733,15/11/2018 00:00,15/11/2018 06:23,,,0,0,0,,LEADER SPECIALIST COMPONENTS LTD,DAY,10:30:00,2,0,1,0,UK,8,153,153,5,1,3,01/01/1970 00:00,
2742,ROLLED,48613,Y0157685,15/11/2018 00:00,15/11/2018 06:23,,,0,0,0,,LUMETER LIMITED,LATE,16:30:00,1,0,1,0,UK,2,16,16,0,1,2,01/01/1970 00:00,
2743,ROLLED,45291,Y0157700,15/11/2018 00:00,15/11/2018 06:23,,,0,0,0,,MAGNETI MARELLI A/M PARTS & SERVICE,LATE,15:30:00,35,0,64,0,Italy,285,1450,1450,40,60,50,01/01/1970 00:00,
2744,ROLLED,48515,Y0157728,15/11/2018 00:00,15/11/2018 06:23,,,0,0,0,,JOHNSON CONTROLS BATTERIES LTD,DAY,10:30:00,0,0,1,0,UK,1,72,72,0,0,1,01/01/1970 00:00,
2745,ROLLED,45311,Y0157738,15/11/2018 00:00,15/11/2018 06:23,,,0,0,0,,JTEKT EUROPE BEARING BV,DAY,08:00:00,2,0,2,0,UK,15,196,196,20,1,0,01/01/1970 00:00,
2746,ROLLED,38353,Y0157205,15/11/2018 00:00,15/11/2018 06:23,,,0,0,0,,ACTIVE BRAND,DAY,10:00:00,13,0,7,0,UK,5,2370,2370,200,0,5,01/01/1970 00:00,
2747,ROLLED,45211,Y0157797,15/11/2018 00:00,15/11/2018 06:23,,,0,0,0,,APEX AUTOMOTIVE,DAY,10:00:00,1,0,2,0,NETHERLANDS,26,43,43,0,6,0,01/01/1970 00:00,
2748,ROLLED,45274,Y0157776-75,15/11/2018 00:00,15/11/2018 06:23,,,0,0,0,,HELLA (UK) LTD.,DAY,10:30:00,10,0,5,0,UK,31,1133,1133,90,1,3,01/01/1970 00:00,
2749,ROLLED,IN33958,Y0157800,15/11/2018 00:00,15/11/2018 06:23,,,0,0,0,,HERTH & BUSS FAHRZEUGTEILE GMBH & C,LATE,UNBOOKED,1,0,0,5, ,8,36,36,1,1,0,01/01/1970 00:00,
2750,ROLLED,45268,Y0157698-97,15/11/2018 00:00,15/11/2018 06:23,,,0,0,0,,FTE AUTOMOTIVE LTD,DAY,09:00:00,14,0,16,1,Germany,114,1439,1439,166,7,0,01/01/1970 00:00,
2751,ROLLED,45309,Y0157809,15/11/2018 00:00,15/11/2018 06:23,,,0,0,0,,EUROPEAN SPRINGS & PRESSINGS LIMITE,LATE,17:30:00,21,0,32,0,UK,20,2880,2880,307,0,18,01/01/1970 00:00,
2752,ROLLED,45282,Y0157812,15/11/2018 00:00,15/11/2018 06:23,,,0,0,0,,LESJOFORS SPRINGS UK LTD,DAY,12:00:00,18,0,23,0,UK,91,1934,1934,65,30,49,01/01/1970 00:00,
2753,ROLLED,A2579,Y0157781,15/11/2018 00:00,15/11/2018 06:23,,,0,0,0,,EUROSTAR INDUSTRIES INC.,LATE,UNBOOKED,0,0,0,1,USA,1,18,18,1,0,0,01/01/1970 00:00,
2754,ROLLED,48846,Y0157841,15/11/2018 00:00,15/11/2018 06:23,,,0,0,0,,EURAX LIMITED,LATE,EXCESSREPORTED,0,0,0,0,UK,4,13,13,1,1,0,01/01/1970 00:00,
2755,ROLLED,48499,Y0157701,15/11/2018 00:00,15/11/2018 06:23,,,0,0,0,,ELTA LIGHTING LTD,DAY,10:00:00,2,0,1,0,UK,9,11082,227,11,0,0,01/01/1970 00:00,
2756,ROLLED,48837,Y0157806,15/11/2018 00:00,15/11/2018 06:23,,,0,0,0,,ELTA LIGHTING LTD,NIGHT,EXCESSREPORTED,0,0,0,0,UK,1,20,20,1,0,0,01/01/1970 00:00,
2757,ROLLED,45304,Y0157802,15/11/2018 00:00,15/11/2018 06:23,,,0,0,0,,COMPLETE STEERING,DAY,11:00:00,6,0,10,0,UK,28,88,88,0,1,25,01/01/1970 00:00,
2758,ROLLED,IN36458,Y0157828,15/11/2018 00:00,15/11/2018 06:23,,,0,0,0,,COMPETITION BRAKING PRODUCTS,LATE,UNBOOKED,1,0,0,7,UK,16,31,31,2,2,0,01/01/1970 00:00,
2759,ROLLED,48844,Y0157845,15/11/2018 00:00,15/11/2018 06:23,,,0,0,0,,DELPHI DIESEL AFTERMARKET,LATE,EXCESSREPORTED,0,0,0,0,UK,3,6,6,2,0,1,01/01/1970 00:00,
2760,ROLLED,45120,Y0157692,15/11/2018 00:00,15/11/2018 06:23,,,0,0,0,,DL PRODUCTS LTD,LATE,15:00:00,5,0,1,0,UK,23,2287,2287,20,1,0,01/01/1970 00:00,
2761,ROLLED,48497,Y0157785,15/11/2018 00:00,15/11/2018 06:23,,,0,0,0,,BREMI FAHRZEUG-ELEKTRIK GMBH & CO,DAY,09:00:00,5,0,1,0,Germany,47,444,444,17,4,0,01/01/1970 00:00,
2762,ROLLED,45269,Y0157818,15/11/2018 00:00,15/11/2018 06:23,,,0,0,0,,CAPRICORN CAR PARTS LIMITED,DAY,09:00:00,4,0,0,4,UK,26,476,476,11,3,0,01/01/1970 00:00,
2763,ROLLED,45006,Y0157718-19,15/11/2018 00:00,15/11/2018 06:23,,,0,0,0,,CATTON CONTROL CABLES LTD,DAY,12:00:00,13,0,7,0,UK,36,2165,2165,207,4,1,01/01/1970 00:00,
2764,ROLLED,48775,Y0157740,15/11/2018 00:00,15/11/2018 06:23,,,0,0,0,,CREST MEDICAL LTD,LATE,15:00 TO 17:00,6,0,0,5,UK,2,1800,1800,4,0,0,01/01/1970 00:00,
2765,ROLLED,45261,Y0157703,15/11/2018 00:00,15/11/2018 06:23,,,0,0,0,,ZF TRADING UK LTD,DAY,06:00:00,19,0,32,0,Germany,134,866,866,38,22,37,01/01/1970 00:00,
2766,ROLLED,48841,Y0157788,15/11/2018 00:00,15/11/2018 06:23,,,0,0,0,,ZF TRADING UK LTD,NIGHT,EXCESSREPORTED,0,0,0,0,Germany,1,2,2,0,1,0,01/01/1970 00:00,
2767,ROLLED,CON2154,Y0157374,15/11/2018 00:00,15/11/2018 06:23,,,0,0,0,,LYSU5451882,DAY,07:30:00,6,0,22,0,Spain,4,942,942,0,0,21,01/01/1970 00:00,
2768,ROLLED,48454,Y0157726,15/11/2018 00:00,15/11/2018 06:23,,,0,0,0,,ROBERT BOSCH LIMITED,LATE,17:00:00,151,0,65,0,Germany,414,48836,29027,585,24,31,01/01/1970 00:00,
2769,ROLLED,CON2151,Y0157574,15/11/2018 00:00,15/11/2018 06:23,,,0,0,0,,CNEU4983484,LATE,17:00:00,7,0,25,0,Spain,1,1575,1575,0,0,25,01/01/1970 00:00,
2770,ROLLED,CON2052,Y0157531,15/11/2018 00:00,15/11/2018 06:23,,,0,0,0,,TRHU1088227,DAY,12:00:00,8,0,28,0,CHINA,1,1512,1512,0,0,28,01/01/1970 00:00,
2771,ROLLED,45273,Y0157795-94,15/11/2018 00:00,15/11/2018 06:23,,,0,0,0,,ASPA GMBH,DAY,10:00:00,14,0,4,1,Germany,126,1426,1426,33,15,4,01/01/1970 00:00,
2772,ROLLED,48687,Y0157735,15/11/2018 00:00,15/11/2018 06:23,,,0,0,0,,AUTOGEM MOTOR CONCEPTS LLP,LATE,16:00:00,10,0,1,0,UK,15,2557,2557,13,1,0,01/01/1970 00:00,
